mapped_to,repository
calypso,https://github.com/flowdas/flowdas
camel,https://github.com/eevee/camel
camfr,http://github.com/flaport/camfr
camino,https://github.com/n-wach/camino
CAMSA,https://github.com/compbiol/camsa
can,https://github.com/crainiac/can
Candela,https://github.com/emmett9001/candela
canopy,https://github.com/canopysimulations/canopy-python
Cantera,https://github.com/Cantera/cantera
canvas,https://github.com/mdipierro/canvas
cap,https://github.com/netanelrevah/cap
caper,https://github.com/ENCODE-DCC/caper
capillary,https://github.com/celery-capillary/capillary
capsule,https://github.com/tryexceptpass/capsule
cara,https://github.com/chainreactionmfg/cara
Carapace,http://github.com/oubiwann/carapace
carat,http://github.com/mrocamora/carat
card,https://github.com/pipname/card
care,https://github.com/Carreau/care
career,https://github.com/danieltellez/career
careless,https://github.com/Hekstra-Lab/careless
caret,https://github.com/ar13pit/caret
caroline,https://github.com/grafeasgroup/caroline
Carousel,https://github.com/SunPower/Carousel
cartesian,https://github.com/ohjeah/cartesian
carto,https://github.com/CartoDB/carto-python
cartographer,http://github.com/Patreon/cartographer
carveme,https://github.com/cdanielmachado/carveme
cas,https://github.com/ChaosInitiative/CAS
casava,https://github.com/synappio/casava
case,http://github.com/celery/case
CasFinder,https://github.com/pypa/sampleproject
castle,https://github.com/castle/castle-python
castor,https://github.com/ActivKonnect/castor
cat,https://github.com/davidmiller/cat
catalogue,https://github.com/explosion/catalogue
catalyst,https://github.com/catalyst-team/catalyst
catboost,https://github.com/catboost/catboost
catcher,https://github.com/comtihon/catcher
cati,https://github.com/parsampsh/gameoflife
CatKit,https://github.com/SUNCAT-Center/CatKit
catnet,https://github.com/yeliudev/CATNet
catscore,https://github.com/rv-rescala/catscore
CAVA,https://github.com/Steven-N-Hart/CAVA
caver,https://github.com/guokr/Caver
cba,https://github.com/osipov-andrey/control_bot_actuator
cbase,https://github.com/gfursin/cbase
cbayes,https://github.com/mpilosov/ConsistentBayes
cbcbeat,https://github.com/ComputationalPhysiology/cbcbeat
CBGT,http://github.com/CoAxLab/CBGT
cbio,https://github.com/Cristian-pg/cbio
cblaster,https://github.com/gamcil/cblaster
cbptools,https://github.com/inm7/cbptools
cc,https://github.com/ubear/cha
ccAF,https://github.com/plaisier-lab/ccAF
ccat,https://github.com/bliiir/bit
CCC,https://github.com/CloudPR/CCC
cccp,https://github.com/sloev/cccp
cch,https://github.com/rushiagr/cch
ccm,https://github.com/riptano/ccm
CCMetagen,https://github.com/vrmarcelino/CCMetagen
cco,https://github.com/datopian/ckan-cloud-operator
ccp,http://github.com/woohgit/changelog-client-python
CCRS,https://github.com/VVictorChen/CCR
ccs,https://github.com/Honzin/ccs
cctbx,https://github.com/cctbx/cctbx_project
cdk,https://github.com/twitter-university/cdk
cdn-fmri,https://github.com/xuefeicao/cdn
cdp,https://github.com/kootenpv/yagmail
cdx,https://github.com/ZhangLijuncn/cdx
ce2,https://github.com/sirosen/ce2
CEAD,https://github.com/g-lyc/CEAD
cedar,https://github.com/Bogdanp/cedar
CEEM,https://github.com/sisl/CEEM
CEIT,https://github.com/zehao99/CEIT
celegans,https://github.com/iscoe/celegans
celescope,https://github.com/singleron-RD/CeleScope
cell,http://github.com/celery/cell
cellassign,https://github.com/alexmascension/cell_asign
Cell-BLAST,https://github.com/gao-lab/Cell_BLAST
cellfinder,https://github.com/brainglobe/cellfinder
CellMethy,https://github.com/pypa/CellMethyproject
cellpose,https://github.com/MouseLand/cellpose
CellProfiler,https://github.com/CellProfiler/CellProfiler
cellSNP,https://github.com/huangyh09/cellSNP
CellStar,https://github.com/Fafa87/cellstar
cellxgene,https://github.com/chanzuckerberg/cellxgene
cem,https://github.com/lewisbails/cem
census,http://github.com/datamade/census
censys,https://github.com/censys/censys-python
Centaur,https://github.com/laco/python-centaur
centreseq,https://github.com/bfssi-forest-dussault/centreseq
centroid,https://github.com/ResourceDataInc/Centroid
Cepheus,https://github.com/nicklayden/Cepheus
Cerberus,https://github.com/pyeve/cerberus
cerebra,https://github.com/czbiohub/cerebra
cf,https://github.com/angstwad/cf
cflib,https://github.com/bitcraze/crazyflie-lib-python
cflib-pomo,https://github.com/pomo-dev/cflib
cfncluster,https://github.com/awslabs/cfncluster
cfs,https://github.com/prasoonbatham11/cfcli
cftool,https://github.com/guilhermeleobas/cftool
cg,https://github.com/Clinical-Genomics/cg
cgmquantify,https://github.com/brinnaebent/cgmquantify
cgr,https://github.com/zk4/cg
CGRtools,https://github.com/stsouko/CGRtools
CGvsPhoto,https://github.com/NicoRahm/CGvsPhoto
ch,https://github.com/chrahunt/ch
cha,https://github.com/ubear/cha
chado,https://github.com/galaxy-genome-annotation/python-chado
CHAID,https://github.com/Rambatino/CHAID
chainmail,http://github.com/duckworthd/chainmail
chainsaw,https://github.com/mikesiers/chainsaw
Chamaeleo,https://github.com/ntpz870817/Chamaeleo
Chameleon,https://github.com/malthe/chameleon
champ,http://github.com/wweir827/champ
chan,http://github.com/stuglaser/pychan
changepoint,https://github.com/viveksck/changepoint
changer,https://github.com/azwri/changer
chaos,https://github.com/LordGaav/python-chaos
chaospy,https://github.com/jonathf/chaospy
charge,https://github.com/jam31118/charge
CharGer,https://github.com/ding-lab/CharGer
charm,https://github.com/aclark4life/charm
chart,https://github.com/maxhumber/chart
chartkick,https://github.com/mher/chartkick.py
chas,https://github.com/lukasotocerny/chas
check,https://github.com/bcho/check
cheddar,https://github.com/jessemyers/cheddar
chem,https://github.com/edx/openedx-chem
ChemDataExtractor,https://github.com/mcs07/ChemDataExtractor
chemdescriptor,https://github.com/darkreactions/chemdescriptor
chemex,https://github.com/gbouvignies/chemex
chemhelper,https://github.com/DRosenman/chemhelper
chemical,http://github.com/Pebaz/Chemical
chemistry,https://github.com/idin/chemistry
chemometrics,https://github.com/maruedt/chemometrics
chemprop,https://github.com/chemprop/chemprop
chempy,https://github.com/bjodah/chempy
cherry,https://github.com/Windsooon/cherry
CherryPy,https://github.com/cherrypy/cherrypy
chess,https://github.com/niklasf/python-chess
chewBBACA,https://github.com/B-UMMI/chewBBACA
chi,https://github.com/rmst/chi
chicken,https://github.com/rgbkrk/chicken
chimp,https://github.com/mhetrerajat/chimp
chiron,https://github.com/haotianteng/chiron
Choco,https://github.com/whiteclover/Choco
chocolate,https://github.com/seungjaeryanlee/chocolate
chopsticks,https://github.com/lordmauve/chopsticks
chord,https://github.com/shahinrostami/chord
Chorus,https://github.com/mojaie/chorus
chowtest,https://github.com/David-Woroniuk/chowtest
chr,https://github.com/plausibility/chr
Chroma,https://github.com/seenaburns/Chroma
chromato,https://github.com/vikpe/chromato
chrome,http://github.com/ourway/farsi
chromosight,https://github.com/koszullab/chromosight
chrono,https://github.com/toastdriven/chrono
chrysalis,https://github.com/chryscloud/chrys-cloud-sdk-python
ci,https://github.com/rossmacarthur/python-ci
cicero,https://github.com/bast/cicero
cider,https://github.com/msanders/cider
cie,https://github.com/cluster311/cie10
cif,https://github.com/LenkaV/CIF
cif2ice,https://github.com/vitroid/cif2ice
ciftify,https://github.com/edickie/ciftify
cImage,https://github.com/bnmnetp/cImage
cimcb-lite,https://github.com/cimcb/cimcb_lite
cipher,https://github.com/FrankQiang/cipher
circ,https://github.com/andrewannex/circ
circa,https://github.com/twanwalpot/circa
CIRCexplorer,https://github.com/YangLab/CIRCexplorer
CIRCexplorer2,https://github.com/YangLab/CIRCexplorer2
circlator,https://github.com/sanger-pathogens/circlator
Circle-Map,https://github.com/iprada/Circle-Map
Circles,https://github.com/urschrei/circles
Circos,http://github.com/ericmjl/Circos
circtools,https://github.com/dieterich-lab/circtools
ciri,https://github.com/ericb/ciri
CIRIquant,https://github.com/bioinfo-biols/CIRIquant
cit,https://github.com/solider245/cit
cite,https://github.com/rgieseke/cite
CITE-seq-Count,https://github.com/Hoohm/CITE-seq-Count
civic2clinvar,https://github.com/griffithlab/civic2clinvar
cjio,https://github.com/cityjson/cjio
cl,http://github.com/ask/cl
CladeCompare,http://github.com/etal/cladecompare
clan,https://github.com/onyxfish/clan
clans,https://github.com/baldwint/clans
clara,https://github.com/huberf/clara-pip
Clarissa,https://github.com/Clarissa-Bot/Setup/archive/master.zip
clarity,https://github.com/rockstardevs/clarity-py
classes,https://github.com/dry-python/classes
ClassificaIO,https://github.com/gmiaslab/ClassificaIO
classifier,http://github.com/bhrigu123/classifier
classify,http://github.com/ghickman/classify
claviger,http://github.com/bwesterb/claviger
clc,https://github.com/philadams/clc
cld3,https://github.com/Elizafox/cld3
clean,https://github.com/HibikineKage/clean
cleaner,https://github.com/Shir0kamii/cleaner
cleanup,https://github.com/faheel/cleanup
clear,http://github.com/davgeo/clear
clearcut,https://github.com/tangibleintelligence/clearcut
cleaver,http://github.com/ryanpetrello/cleaver
clhs,https://github.com/wagoner47/clhs_py
clic,https://github.com/AaronFlower/clic
click,https://github.com/pallets/click
clickme,https://github.com/rajab-murod/clickme
climates,https://github.com/lggruspe/climates
clingo,https://github.com/potassco/clingo
clinica,https://github.com/aramis-lab/clinica
clinker,https://github.com/gamcil/clinker
clintrials,https://github.com/brockk/clintrials
clipkit,https://github.com/jlsteenwyk/clipkit
clipper,https://github.com/YeoLab/clipper
Clippy,https://github.com/gowithfloat/clippy
clock,https://github.com/fengsp/clock
Clockwork,https://github.com/mediaburst/clockwork-python
clog,https://github.com/bradmontgomery/clog
clone,https://github.com/hosford42/clone
clones,http://github.com/lensacom/clones
CloudForest,https://github.com/ngcrawford/CloudForest
clouds,https://github.com/heightix/python-clouds
CloudStack,https://github.com/larstobi/cloudstack-python-client
clove,https://github.com/Lamden/clove
clp,https://github.com/rehanguha/Container-Loading-Problem
clr,https://github.com/lmittmann/clr
CLRS,https://github.com/pc-zhang/CLRS
clump,https://github.com/readikus/clump
clus,https://github.com/NicolasBizzozzero/clus
clust,https://github.com/baselabujamous/clust
clustalo,https://github.com/benchling/clustalo-python
clustar,https://github.com/clustar/clustar
cluster,https://github.com/exhuma/python-cluster
clustergram,https://github.com/martinfleis/clustergram
clustergrammer,https://github.com/MaayanLab/clustergrammer-py
ClusterIt,https://github.com/arsgeografica/clusterit
clusteval,https://github.com/erdogant/clusteval
cma,https://github.com/CMA-ES/pycma
cmaes,https://github.com/CyberAgent/cmaes
cma-es,https://github.com/srom/cma-es
cmake,https://github.com/scikit-build/cmake-python-distributions
cmapPy,https://github.com/cmap/cmapPy
cmaputil,https://github.com/pnnl/cmaputil
CMash,https://github.com/dkoslicki/CMash
cmocean,https://github.com/matplotlib/cmocean
cmod,https://github.com/gottingen/cmod
cmp,https://github.com/eaybek/cmp
cmprsk,https://github.com/OmriTreidel/cmprsk
cmpy,https://github.com/edaniszewski/cmpy
CMSeq,http://github.com/SegataLab/cmseq
CMT,https://github.com/IceflowRE/cmt
cna,https://github.com/immunogenomics/cna
cnorm,https://github.com/LionelAuroux/cnorm
cnt,https://github.com/huntzhan/cnt
CNVkit,http://github.com/etal/cnvkit
CNVpytor,https://github.com/abyzovlab/CNVpytor
coa,https://github.com/alirezaafzalaghaei/coa
Coalesce,https://github.com/bryazginnn/coalesce
CoAPthon,https://github.com/Tanganelli/CoAPthon
CoAPthon3,https://github.com/mcfreis/CoAPthon3
cobalt,https://github.com/laws-africa/cobalt
cobra,https://github.com/opencobra/cobrapy
cobweb,https://github.com/getweber/weber-cli
cochlea,https://github.com/mrkrd/cochlea
cocotb,https://github.com/cocotb/cocotb
cod,https://github.com/Yyonging/cod
coda,https://github.com/bprinty/coda
CODATA,https://github.com/JelleWestra/CODATA
CodeAnalyzer,https://github.com/cybereducenter/CodeAnalyzer
codechecker,https://github.com/Ericsson/CodeChecker
codecov,https://github.com/codecov/codecov-python
codep,https://github.com/antonagestam/codep
coder,https://github.com/emptyxl/coder
codes,https://github.com/StevenLianaL/code_record
codetools,https://github.com/enthought/codetools
codex,https://github.com/ajslater/codex
CodonGenie,https://github.com/neilswainston/CodonGenie
CoffeeScript,https://github.com/doloopwhile/Python-CoffeeScript
cog,https://github.com/replicate/cog
cogent,http://github.com/pycogent/pycogent
cogito,https://github.com/cogito-lang/cogito-py
coil,https://github.com/getnikola/coil
CoilMQ,https://github.com/hozn/coilmq
coin,https://github.com/syncloud/coin
colab,https://github.com/colab-community/colab
collapse,https://github.com/JWKennington/collapse
collate,https://github.com/dssg/collate
collection,https://github.com/thenerdscribe/collection
coloc,https://github.com/anthony-aylward/coloc
colomoto-docker,https://github.com/colomoto/colomoto-docker
color,http://github.com/htaslan/color
colorcet,http://github.com/holoviz/colorcet
colorednoise,http://github.com/felixpatzelt/colorednoise
colores,https://github.com/UltiRequiem/colores
colorizer,http://github.com/svetlyak40wt/colorizer
colormap,http://github.com/cokelaer/colormap
colormath,https://github.com/gtaylor/python-colormath
colorspacious,https://github.com/njsmith/colorspacious
colour,http://github.com/vaab/colour
colt,https://github.com/altescy/colt
coltron,https://github.com/BradnerLab/pipeline
combat,https://github.com/epigenelabs/pyComBat
combine,https://github.com/dropseed/combine
combo,https://github.com/yzhao062/combo
Command,http://github.com/helgi/python-command
comp,https://github.com/McSinyx/comp
compadre,https://github.com/SNLComputation/compadre
companion,https://github.com/remakeai/kiddo
comparative,https://github.com/ebukari/comparative
comparator,https://github.com/aaronbiller/comparator
compare,https://github.com/rudylattae/compare
COMPAS,https://github.com/compas-dev/compas
compass,https://github.com/Route-Hacker/compass
compete,https://github.com/ScalerAcademy/py-compete
Compi,https://github.com/CGJackson/Compi
compile,https://github.com/lyymoo/compile
compiler,https://github.com/xiaojieluo/vlde
complex,https://github.com/deepak7376/complex
complexity,https://github.com/audreyr/complexity
compneuro,https://github.com/TK-21st/CompNeuro
component,http://github.com/import/component
composition,https://github.com/Julian/composition
compositional,https://github.com/jolespin/compositional
ComPP,https://github.com/sec-it/ComPP
compressor,http://github.com/marcelnicolay/pycompressor
computer,https://github.com/despawnerer/computer
Compyrtment,https://github.com/stur86/compyrtment
coms,http://github.com/neilyio/figur
comtypes,https://github.com/enthought/comtypes
con,https://github.com/nsgonultas/life
concat,https://github.com/jmanuel1/concat
Concern,https://github.com/combatopera/Concern
concoct,https://github.com/BinPro/CONCOCT
concord,https://github.com/concord/cmd
concorde,http://github.com/drcraig/concorde
cond,https://github.com/notTypecast/cond
conda,https://github.com/conda/conda
condenser,https://github.com/nens/condenser
conf,https://github.com/ramonhagenaars/conf
confgen,https://github.com/natjohan/confgen
configfile,https://github.com/kynikos/lib.py.configfile
configobj,https://github.com/DiffSK/configobj
configparser,https://github.com/jaraco/configparser
configuration.py,http://github.com/Ferroman/configuration.py
conflex,https://github.com/TEH30P/conflex
conformer,https://github.com/lucidrains/conformer
Congo,https://github.com/mardix/portfolio
